,id,description,title,repin_count
1040,188658671887315620,Copenhagen Fashion Week provided some excellent street style looks for outfit inspiration. Shop our curated selection of designer clothing and luxury brands to make every week feel like fashion week.,Shop Street Style Inspired Pieces Here,4
1041,188658671887314625,"For chic picks and designer pieces, shop our edit of new arrivals, updated weekly. Find a curated selection of everything from clothing to beauty to make shopping your style a breeze.",Shop Curated New Arrivals In Beauty & Clothing,3
1051,47639708550779442, ,Outside soft landscape,0
1065,47639708550656380, ,Designer winter boots you’ll want to wear all day everyday with everything you own in your wardrobe,0
1092,21181060740601400,From our collection with @RockportShoes,Comfortable Gold Flats,0
1093,21181060740601399,From our @RockportShoes collection!,Comfortable Chic Heels,1
1098,21181060740595111,The gold dresses up and dresses down for the perfect and comfortable shoe. Shop them now! Oh Joy! x @RockportShoes,Gold Slingback Flats,1
1099,21181060740595110,"These sandals are casual and elegant, perfect for summer! From Oh Joy! x @RockportShoes",Colorblock Wedge Heels,2
1100,21181060740595108,Shop these strappy sandals @RockportShoes now! #OhJoyForRockport,Elegant Comfortable Heels,1
1101,21181060740595104,Shop these shoes from Oh Joy! x @RockportShoes now!,Pastel Strappy Heel,0
1116,21181060740559202,go to the Oh Joy! blog to see how to style this floral mini dress with our Rockport flats!,Mini Print Dress with Flats,1
1166,47639708550656372, ,Back Yard ,0
1175,47639708550561729,Brand Design | Alex Mari Photography by Kindled + Kindred | Minneapolis Brand Design Studio,Brand Design: Kindled + Kindred / Alex Mari Photography,0
1176,47639708550561728,"BALANCING OBJECTS 03 Art print by Mille Henriksen exclusively for THE POSTER CLUB. Printed on 265 g high quality art paper. Mille Henriksen is a Danish artist and graphic designer, based in Copenhagen. Unique selection of handpicked art prints and posters by Mille Henriksen and many other artists, designers and photographers — Worldwide shipping Discover more from Copenhagen based The Poster Club! #theposterclub #artprint #posterart #homedecor",New Arrivals! Explore the latest additions to our prints and poster collection for your minimal home,0
1177,47639708550561727,Timberwolf - Gray Color Palette,Arrowed Beginnings - Salt + Spruce Creative Co.,0
1180,47639708550561721,"Hylla naturen med mönstret Pampas. Den iögonfallande designen föreställer sammanflätade silhuetter och skuggformationer av bananblad, ormbunkar och gräs i tropikerna. I en palett av svart färg med gröna accenter, är denna sinnliga stil dämpad och fridfull, samtidigt som den för in naturens skönhet i hemmet. Våra tapeter är tillverkade av PVC-fria, FSC-certifierade material och har minimal miljöpåverkan i varje steg av produktionen. 180x300 cm = 4 våder 45 cm breda och 300 cm höga. Varje rulle so",House of Hackney - Tapet Pampas - Svart,0
1181,47639708550561720, ,"Brighton East 2 House in Melbourne, Australia by InForm",0
1183,47639708550561718,"Lines No 01 Art print by Little Detroit exclusively for THE POSTER CLUB. Printed on 265g high quality art paper. Unique selection of handpicked art prints and posters by Little Detroit and many other artists, designers and photographers — Worldwide shipping. Discover more from Copenhagen based The Poster Club!",Monochrome abstract wall art,0
1189,47639708550561710, ,"Es dauerte nur ein paar Jahre, bis die Trauben die Pergola bedeckten. Mein erste",9
1191,188658671887306948,Fit all you need into one large bag that also elevates your outfit. Shop purses and clutches here from our curated edit of designer bags.,Shop Large Purses & Oversized Clutches Here,5
1192,188658671887303155,Choose a look that’ll make their heads turn. A patterned blazer can make any outfit a statement—pair it with a simple base of jeans and a classic white tee to keep the jacket in the spotlight.,Patterned Looks At Copenhagen Fashion Week,3
1193,188658671887301540,"Take a break from Barbiecore pink with moody purple in the form of a monochrome, satin suit. Relax the look with chic sneakers and a simple updo with the help of an elegant hair accessory.",Shop Colorful Copenhagen Street Style Looks,4
1194,188658671887297485,"Is “elevated cowgirl” a TikTok trend yet? If you love cowboy boots and quiet luxury, this is the aesthetic for you. Shop elegant sweaters and lots of leather to get started.",Shop Copenhagen Fashion Week Street Style Inspired Looks,7
1195,188658671887295105,"Sustainably produced and handmade in NYC, our Hero from buzzy brand Jaline is the dress you’ll reach for season after season. The two-tone floral print is sophisticated and playful, while the empire waist and half-kimono sleeves promise a flattering fit and chic silhouette. Crafted from 100% silk, this elegant fabric is ideal for any end-of-summer event and the wardrobe transition into fall. Our favorite part? The plunging neckline and graceful flutter of movement with each step.","Shop This Sustainable, Made-To-Order Silk Dress",2
1196,188658671887293417,"Make a statement with your trousers, inspired by the street style looks from Copenhagen Fashion Week. Check out our edit of fun pants and playful bottoms to create your own look.",Shop Fun Trousers Here,3
1197,188658671887289282,Looking for a fun coat to prepare for fall? Shop our edit of curated jackets and coats here to find one you love.,Shop Colorful Coats And Fun Jackets For Fall,11
1198,188658671887286834,"Prepare for fall with preppy and chic knitwear—shop striped sweaters, floral cardigans, cropped vests, and more here.",Shop Sweaters And Cardigans For Fall,1
1199,188658671887285679,Take inspiration from the street style at Copenhagen Fashion Week and shop corset tops here.,Street Style From Copenhagen Fashion Week,1
1200,188658671887282039,"It may be dark and dreary in Copenhagen for Fashion Week, but we can trust the street style outfits to bring the light. Shop vibrant pieces to stand out with our edit—whether you're in Copenhagen or stateside.",Copenhagen Fashion Week Street Style,3
1201,188658671887278560,"Getting ready in the morning can be a bit monotonous, making a dress the perfect piece to base your look around. With only one garment, you're practically ready to take on the day. Shop designer dresses for brunch, work, vacation, or any other day here.",Dresses For Work And Play,9
1202,188658671887276825,"Layering in the warm and cool months is ultra-chic, and we love this look of styling a button-down under a mini dress. Shop mini dresses and more here.",Shop Chic Mini Dresses For Layering,1
1203,188658671887272232,We love a monochrome moment. Shop chic pieces to help you transition into fall here.,Shop Our Chic New Arrivals For A Seamless Fall Transition,1
1204,188658671887269377,"Shop neutral minis, printed maxis, and everything in between in our edit of designer dresses.",Shop Mini Dresses From Designers You Love,3
1205,188658671887268542,"If you prefer street style over polished and elevated looks, shop here for a wardrobe upgrade.",Shop Street Style Looks Here,0
1206,188658671887264464,"Co-founded by SHOP BAZAAR editor Jessica Rawls, it’s no wonder why we adore Alice Pearl's terry cloth pieces. Crafted from soft, organic cotton, the brand’s ‘80s-inspired playsuit is at the top of our must-have list for summer. This baby blue romper radiates laidback vibes, making it an easy, chic choice for a beach day both on and off the sand.",This Strapless Blue Romper Is Perfect For A Beach Day,0
1207,188658671887262397,"For cool, statement tops, shop our curated edit featuring brands and designers you already love and have yet to be introduced to.","Shop Cool, Statement Tops Here",5
1208,188658671887261235,"If you’re looking for a housewarming gift a bit more personal than the standard bottle of their favorite beverage, search no further. Get them something that fits their interior aesthetic that they’ll actually put out on display. Based off vintage Harper’s BAZAAR covers, scroll below to find three themed gifting collections.",What To Bring To A Housewarming Party,2
1209,188658671887257510,We adore Miu Miu—shop our curated edit from the brand here for all of your elevated wardrobe needs.,Shop Beloved Brand Miu Miu,14
1210,188658671887255203,Summery loungewear is all we're looking for at the moment—shop for yours here.,Shop Elevated Essentials And Loungewear,2
1211,188658671887254259,Elevate your going out attire with a sleek blazer and heels.,Shop Chic Blazers And Jackets ,3
1212,188658671887250328,"For a formal event or a black tie dress code, shop our edit of glamorous evening dresses.",Shop Black Tie Dresses Here,4
1213,188658671887248182,"Julia Fox does not fit into one style box. Whether it's latex or breezy cotton, we love her looks.",Julia Fox Looks Effortless In Blue Mini Shirt Dress,1
1214,188658671887247230,"For chic styles and trends you'll fall in love with, shop our edit of designer clothing. From Alaïa to Zimmermann, click here to expand your wardrobe.",Shop Designer Clothing You'll Adore,5
